0.01,1.44,330
0.02,1.44,330
0.03,1.44,345
0.04,1.44,330
0.05,1.44,330
0.06,1.44,345
0.07,1.44,330
0.08,1.44,330
0.09,1.44,330
0.1,1.44,345
0.11,1.44,330
0.12,1.44,330
0.13,1.44,330
0.14,1.44,330
0.15,1.44,330
0.16,1.44,330
0.17,1.44,345
0.18,1.44,330
0.19,1.44,330
0.2,1.44,330
0.21,1.44,330
0.22,1.44,330
0.23,1.44,330
0.24,1.44,330
0.25,1.44,330
0.26,1.44,330
0.27,1.44,330
0.28,1.44,345
0.29,1.44,330
0.3,1.44,330
0.31,1.44,345
0.32,1.44,330
0.33,1.44,330
0.34,1.44,330
0.35,1.44,345
0.36,1.44,330
0.37,1.44,330
0.38,1.44,330
0.39,1.44,330
0.4,1.44,330
0.41,1.44,330
0.42,1.44,345
0.43,1.44,330
0.44,1.44,330
0.45,1.44,330
0.46,1.44,330
0.47,1.44,330
0.48,1.44,330
0.49,1.44,330
0.5,1.44,330
0.51,1.44,330
0.52,1.44,330
0.53,1.44,345
0.54,1.44,330
0.55,1.44,330
0.56,1.44,345
0.57,1.44,330
0.58,1.44,330
0.59,1.44,330
0.6,1.44,345
0.61,1.44,330
0.62,1.44,330
0.63,1.44,330
0.64,1.44,330
0.65,1.44,330
0.66,1.44,330
0.67,1.44,345
0.68,1.44,330
0.69,1.44,330
0.7,1.44,330
0.71,1.44,330
0.72,1.44,330
0.73,1.44,330
0.74,1.44,330
0.75,1.44,330
0.76,1.44,330
0.77,1.44,330
0.78,1.44,345
0.79,1.44,330
0.8,1.44,330
0.81,1.44,345
0.82,1.44,330
0.83,1.44,330
0.84,1.44,330
0.85,1.44,345
0.86,1.44,330
0.87,1.44,330
0.88,1.44,330
0.89,1.44,330
0.9,1.44,330
0.91,1.44,330
0.92,1.44,345
0.93,1.44,330
0.94,1.44,330
0.95,1.44,330
0.96,1.44,330
0.97,1.44,330
0.98,1.44,330
0.99,1.44,330
1,1.44,330
1.01,1.44,330
1.02,1.44,330
1.03,1.44,345
1.04,1.44,330
1.05,1.44,330
1.06,1.44,345
1.07,1.44,330
1.08,1.44,330
1.09,1.44,330
1.1,1.44,345
1.11,1.44,330
1.12,1.44,330
1.13,1.44,330
1.14,1.44,330
1.15,1.44,330
1.16,1.44,330
1.17,1.44,345
1.18,1.44,330
1.19,1.44,330
1.2,1.44,330
1.21,1.44,330
1.22,1.44,330
1.23,1.44,330
1.24,1.44,330
1.25,1.44,330
1.26,1.44,330
1.27,1.44,330
1.28,1.44,345
1.29,1.44,330
1.3,1.44,330
1.31,1.44,345
1.32,1.44,330
1.33,1.44,330
1.34,1.44,330
1.35,1.44,345
1.36,1.44,330
1.37,1.44,330
1.38,1.44,330
1.39,1.44,330
1.4,1.44,330
1.41,1.44,330
1.42,1.44,345
1.43,1.44,330
1.44,1.44,330
1.45,1.44,330
1.46,1.44,330
1.47,1.44,330
1.48,1.44,330
1.49,1.44,330
1.5,1.44,330
1.51,1.44,330
1.52,1.44,330
1.53,1.44,345
1.54,1.44,330
1.55,1.44,330
1.56,1.44,345
1.57,1.44,330
1.58,1.44,330
1.59,1.44,330
1.6,1.44,345
1.61,1.44,330
1.62,1.44,330
1.63,1.44,330
1.64,1.44,330
1.65,1.44,330
1.66,1.44,330
1.67,1.44,345
1.68,1.44,330
1.69,1.44,330
1.7,1.44,330
1.71,1.44,330
1.72,1.44,330
1.73,1.44,330
1.74,1.44,330
1.75,1.44,330
1.76,1.44,330
1.77,1.44,330
1.78,1.44,345
1.79,1.44,330
1.8,1.44,330
1.81,1.44,345
1.82,1.44,330
1.83,1.44,330
1.84,1.44,330
1.85,1.44,345
1.86,1.44,330
1.87,1.44,330
1.88,1.44,330
1.89,1.44,330
1.9,1.44,330
1.91,1.44,330
1.92,1.44,345
1.93,1.44,330
1.94,1.44,330
1.95,1.44,330
1.96,1.44,330
1.97,1.44,330
1.98,1.44,330
1.99,1.44,330
2,1.44,330
2.01,1.44,330
2.02,1.44,330
2.03,1.44,345
2.04,1.44,330
2.05,1.44,330
2.06,1.44,345
2.07,1.44,330
2.08,1.44,330
2.09,1.44,330
2.1,1.44,345
2.11,1.44,330
2.12,1.44,330
2.13,1.44,330
2.14,1.44,330
2.15,1.44,330
2.16,1.44,330
2.17,1.44,345
2.18,1.44,330
2.19,1.44,330
2.2,1.44,330
2.21,1.44,330
2.22,1.44,330
2.23,1.44,330
2.24,1.44,330
2.25,1.44,330
2.26,1.44,330
2.27,1.44,330
2.28,1.44,345
2.29,1.44,330
2.3,1.44,330
2.31,1.44,345
2.32,1.44,330
2.33,1.44,330
2.34,1.44,330
2.35,1.44,345
2.36,1.44,330
2.37,1.44,330
2.38,1.44,330
2.39,1.44,330
2.4,1.44,330
2.41,1.44,330
2.42,1.44,345
2.43,1.44,330
2.44,1.44,330
2.45,1.44,330
2.46,1.44,330
2.47,1.44,330
2.48,1.44,330
2.49,1.44,330
2.5,1.44,330
2.51,1.44,330
2.52,1.44,330
2.53,1.44,345
2.54,1.44,330
2.55,1.44,330
2.56,1.44,345
2.57,1.44,330
2.58,1.44,330
2.59,1.44,330
2.6,1.44,345
2.61,1.44,330
2.62,1.44,330
2.63,1.44,330
2.64,1.44,330
2.65,1.44,330
2.66,1.44,330
2.67,1.44,345
2.68,1.44,330
2.69,1.44,330
2.7,1.44,330
2.71,1.44,330
2.72,1.44,330
2.73,1.44,330
2.74,1.44,330
2.75,1.44,330
2.76,1.44,330
2.77,1.44,330
2.78,1.44,345
2.79,1.44,330
2.8,1.44,330
2.81,1.44,345
2.82,1.44,330
2.83,1.44,330
2.84,1.44,330
